,EPDL97 Energy [keV],S1 EPDL97 EA [cm^2],S2 EPDL97 EA [cm^2],S3 EPDL97 EA [cm^2],S4 EPDL97 EA [cm^2],S5 EPDL97 EA [cm^2],S6 EPDL97 EA [cm^2],S7 EPDL97 EA [cm^2],S8 EPDL97 EA [cm^2],S9 EPDL97 EA [cm^2],S10 EPDL97 EA [cm^2]
31,0.0315015,4.914194785803177,4.439339591171884,3.99580587749862,3.5823499046444236,3.1977210152175592,2.9474135707217974,2.611406400218193,2.3853176357181454,2.1687514503265963,1.8765410401557847
32,0.032501600000000005,4.917040510288106,4.441780759641241,3.997886771880628,3.5841113752935634,3.199200630143769,2.948728667543857,2.61249610132678,2.386278547731008,2.1695894370580344,1.8772121173813234
33,0.0335017,4.919886234773035,4.444217399041081,3.9999635940622804,3.585869199005541,3.200673741268105,2.9500437643659168,2.613585802435367,2.3872346188773075,2.1704274237894725,1.8778812935382347
34,0.034501699999999996,4.923083283268448,4.4469620151680385,4.002301037066728,3.5878458389472256,3.2023322107458347,2.9515206270840846,2.614808070588795,2.388311711687695,2.1713687842121905,1.87863411671476
35,0.0355018,4.926255237191684,4.449683985947414,4.004618119069394,3.5898042442031013,3.203980924520754,2.9529885028080236,2.616025036060429,2.3893815431982373,2.172303546314189,1.8793812366854026
36,0.0365018,4.929402096542742,4.45237878230969,4.00691484007028,3.5917517086474913,3.2056133787909897,2.954441400208249,2.6172287448275786,2.390439272542371,2.1732295106552266,1.8801226534501623
37,0.0375019,4.932518842407188,4.455055462393902,4.0091912000693855,3.5936772914689112,3.2072295735565413,2.9558823149495037,2.6184218482311414,2.391489740586659,2.1741466772353046,1.8808545648717838
38,0.0385019,4.935901590736715,4.457954066884417,4.0116630256855865,3.5957669864626105,3.208982348161436,2.95744605194521,2.619713051247886,2.392627344229091,2.1751408242237824,1.8816511126267437
39,0.0395019,4.939374679526081,4.460929665556713,4.014200006507488,3.5979113855137372,3.210780649379444,2.9590457369178296,2.6210413730371855,2.3937939930709042,2.1761613644951403,1.8824666710679792
40,0.040502,4.942837730486576,4.463900735159492,4.016728842928676,3.60004849069054,3.212575698696516,2.960645421890449,2.6223643921446915,2.3949582214794356,2.1771775058860183,1.8832803284405875
41,0.0415021,4.946285724703764,4.466853688484205,4.019241390548439,3.6021746550558573,3.2143609923107777,2.96223611986884,2.6236821085704043,2.3961151885881216,2.178189248396416,1.8840882826073126
42,0.0425021,4.9497036054343395,4.46977946739182,4.021737649366778,3.604282584735366,3.216130026420356,2.963811839523518,2.6249865682916327,2.3972624739636808,2.1791921931458536,1.8848905335681552
43,0.0435021,4.95723197708759,4.476233391452735,4.027231047647265,3.608928782679473,3.2200258037425518,2.9672838149603455,2.6278579704828733,2.3997894063098486,2.181400431146809,1.8866547252545578
44,0.0445022,4.958918332337917,4.477678164628476,4.028460852154832,3.6099718067077418,3.2209005650945306,2.9680596921287132,2.628502246320797,2.400355787697783,2.1818953052008077,1.8870501475290962
45,0.045502299999999996,4.965046426863663,4.4829273561980205,4.032928055945562,3.6137463866701838,3.2240679166069,2.970881608316368,2.6308380776508833,2.402408315120724,2.183690048436644,1.8884835532742983
46,0.046502299999999996,4.930456068574197,4.45328006714346,4.007680413737242,3.5923935695879647,3.206149942445549,2.9549207065670866,2.6176237946212026,2.390785394501664,2.173530833968106,1.8803621880972383
47,0.0475024,4.978943800935562,4.494834279956718,4.043067834832452,3.6223166890003657,3.2312578695779974,2.977283343871588,2.6361354567627013,2.4070676491881313,2.187761212320875,1.8917381827647304
48,0.0485024,4.970316287020937,4.4874473675754185,4.036776285282152,3.617003101555653,3.226799513393748,2.973314088087467,2.6328504453915587,2.4041776518496976,2.1852362549253606,1.8897211489508587
49,0.0495024,4.966070285408505,4.483810524753724,4.033681413011456,3.614384600673495,3.2246044802614593,2.9713579190104626,2.6312331274445073,2.4027568575132987,2.183993571189763,1.8887287911272572
50,0.0505025,4.9607100847913905,4.479218048264063,4.029772100669522,3.6110804756049233,3.2218306087624335,2.96888949126245,2.62918894361307,2.4009584755849436,2.1824253702986467,1.8874740858330485
51,0.0515026,4.947826531435463,4.468176176783003,4.020373462247457,3.6031337995294055,3.2151674637430854,2.9629520837423535,2.6242760089312887,2.3966380021769838,2.178648931406575,1.8844551888524372
52,0.0525026,4.940388500242052,4.461799246903868,4.014941146972312,3.598542305642725,3.2113139611330674,2.9595220476119244,2.6214364228308096,2.3941401150301975,2.1764648872482595,1.8827100078523107
53,0.0535027,4.942586784764801,4.46368786889222,4.016549666113004,3.5999026132040686,3.2124553783618577,2.9605375779597107,2.6222768978950968,2.394880767614419,2.177111522678818,1.883227098519015
54,0.054502699999999994,4.943023430320689,4.464059252592567,4.016867297740785,3.6001688396168787,3.2126797595264915,2.960738287497474,2.622441281030699,2.395025993611325,2.177239090212738,1.883327855156277
55,0.0555028,4.945728625201424,4.4663781361849795,4.018842314913534,3.6018391368369738,3.2140813288302197,2.9619874796951935,2.6234753039804533,2.3959360765252704,2.1780330881393763,1.8839647131465194
56,0.0565028,4.946707313516346,4.46721601404552,4.0195549499758645,3.602444528405829,3.2145886253763485,2.9624368294066037,2.623849143046903,2.3962628350183097,2.1783212148108158,1.88419284138183
57,0.0575028,4.958556970498561,4.477374716970875,4.028204303532393,3.6097529904780354,3.2207217105430104,2.9679009218973484,2.628372330616854,2.400239606900258,2.181796330390008,1.8869722037153651
58,0.0585029,4.954260779741774,4.4736880543845,4.025064637057778,3.6071016671614213,3.2184941584013544,2.965917791837659,2.626728499260834,2.398797028664323,2.1805338516922506,1.8859627362741154
59,0.059503,4.940242951723422,4.461676962026924,4.014835269763052,3.5984511322136807,3.211235915510586,2.9594531473228414,2.6213780933310797,2.39408928593128,2.17642089844346,1.8826738875483864
60,0.060503,4.978547306695157,4.494499128812502,4.042782780807519,3.62207963808485,3.231059503620857,2.977106599651767,2.635989633013377,2.4069393662241976,2.1876490408686355,1.8916488325392338
61,0.061503,4.972775555094333,4.489553384900559,4.038572125639228,3.6185202274149533,3.2280742585609445,2.9744494450249626,2.633791671409925,2.4050054400320633,2.185959870764319,1.8903009748822732
62,0.0625031,4.959666150588807,4.478325821569326,4.029014671403273,3.6104422616016114,3.221297297008811,2.968413180568356,2.6287965451603426,2.4006147740589325,2.182121847545527,1.8872326501173446
63,0.0635032,4.959129126744208,4.477859327409134,4.028619667968723,3.610106743382728,3.2210176335282528,2.9681645403947092,2.628589740570392,2.4004332415627996,2.1819634878482477,1.887105278519296
64,0.06450320000000001,4.963741509110433,4.481813205096978,4.031983305462928,3.612951354368916,3.2234045288158084,2.9702914623620496,2.6303502309258713,2.401979898429851,2.183316143595845,1.8881869865683945
65,0.0655033,4.959023729541063,4.477773275088322,4.028542296161955,3.6100447454509776,3.220962351212328,2.9681166097588254,2.6285499704569397,2.400399355496855,2.181934895125128,1.8870824656957652
66,0.0665033,4.964032606147692,4.482066832989898,4.032199132081805,3.613133701227005,3.2235573681598346,2.970426267275472,2.630461587243537,2.402079136194403,2.1834019217652045,1.8882554250389876
67,0.0675033,4.964649932623258,4.4825922050538045,4.032647074120986,3.61351298269183,3.223876054451633,2.970710855426032,2.630697556583353,2.4022848730233535,2.1835844753051243,1.8883999062546843
68,0.0685034,4.963254674410189,4.481401059770983,4.031633096232296,3.612655952458812,3.2231541324436805,2.970069783171087,2.630167288403991,2.401817729399972,2.183175379420485,1.8880748235193665
69,0.06950339999999999,4.962722669480026,4.480943623749823,4.031242164998103,3.6123240811770896,3.222877720864059,2.969824138662183,2.629963135154937,2.401638617337121,2.1830192191634454,1.8879493529899456
70,0.0705035,4.963028823260592,4.4812063097817765,4.031466136017693,3.6125137219095023,3.2230370640099584,2.9699649349050916,2.6300797941543967,2.4017426959682373,2.1831093962132853,1.8880215935977942
71,0.0715035,4.963460449902045,4.481577693482124,4.031783767645475,3.612783595259474,3.2232614451745922,2.970165644442855,2.6302468286308955,2.4018879219651432,2.183236963747205,1.888124251303684
72,0.0725036,4.964002492661079,4.4820396585728,4.032174698879668,3.613115466541196,3.2235411086551506,2.9704142846165014,2.6304509818799495,2.402069454461276,2.1833953234444845,1.8882497218331047
73,0.0735036,4.9645746489067255,4.48253332715009,4.0325982077167115,3.613469219445889,3.223840283541329,2.9706779031138617,2.6306710431743845,2.4022630891238177,2.1835646803429642,1.8883846977056635
74,0.07450369999999999,4.965191975382292,4.483058699213997,4.033046149755891,3.6138485009107137,3.2241589698331286,2.9709624912644217,2.6309070125142,2.4024688259527682,2.183745034442644,1.8885291789213603
75,0.07550369999999999,4.965844434258908,4.4836203038340345,4.033522597197564,3.614253310935671,3.2244971675305476,2.971265053403438,2.6311562385585,2.402689085381409,2.1839363857435234,1.888683165480195
76,0.0765038,4.966542063365441,4.484213611940687,4.034031622242087,3.6146836495207615,3.224858128534524,2.97158558953091,2.6314213726481808,2.402921446976459,2.184140933685843,1.8888466573821676
77,0.0775039,4.96727984378746,4.484847681672988,4.0345691526891025,3.6151395166659834,3.2252386009441207,2.9719270953115813,2.6317024147832417,2.4031707516044816,2.1843564788293626,1.8890196546272784
78,0.0785039,4.967862037861979,4.485350408389311,4.034996733726501,3.615500563445,3.225541027731236,2.9721967051384275,2.6319277787594704,2.403366806700305,2.184528035168082,1.8891565315684649
79,0.079504,4.968338834733351,4.48575802464579,4.035342870756777,3.615792318417942,3.225788172202427,2.972415388664647,2.632108069940453,2.4035265552969016,2.184668799343442,1.8892686946174926
80,0.080504,4.968850764005772,4.4861928153193675,4.0357134409891895,3.6161059550138552,3.226051576178302,2.97264905051458,2.63230161782592,2.4036984060599074,2.1848183612797616,1.8893884619410306
81,0.0815041,4.96938778785037,4.48665930947956,4.036108444423739,3.616441473232739,3.2263312396588604,2.9729006863529697,2.6325084224158712,2.40387993855604,2.184976720977041,1.8895139324704515
82,0.0825041,4.969964963010453,4.487148448987334,4.036527881060426,3.6167952261374317,3.226630414545039,2.97316430485033,2.6327284837103058,2.4040711527853,2.1851460778755207,1.8896489083430104
83,0.0835041,4.970572251657148,4.4876692919817245,4.03697175089925,3.617170860665095,3.2269425970349643,2.9734429016714046,2.6329618017092247,2.4042768896142506,2.18532423253496,1.8897914884900793
84,0.0845042,4.9712146727048925,4.488221838462729,4.03744005394021,3.6175683768157287,3.227277542831447,2.9737424681456774,2.633205725071731,2.404492308176328,2.18551118495536,1.8899435739802866
85,0.0855042,4.971651318260781,4.488597751232592,4.037761757768348,3.6178382501657005,3.2275019239960807,2.973943177683441,2.6333727595482297,2.4046375341732342,2.18564095192952,1.8900462316861764
86,0.0865043,4.972037774672314,4.488928373307292,4.038042739592925,3.618075301081216,3.2277035418541575,2.974122917568005,2.633521234638451,2.4047682375704498,2.1857553228219997,1.8901355819116732
87,0.08750430000000001,4.972454344570461,4.4892816407295735,4.0383440824192816,3.618330586682541,3.2279181673159814,2.974311644446797,2.6336776637513624,2.404908622700792,2.185876292035199,1.89023253641168
88,0.08850440000000001,4.9728909901263485,4.489657553499438,4.03866578624742,3.618604106969674,3.228145800381552,2.974515349649303,2.6338473495687578,2.4050562691309803,2.186003859569119,1.8903370951861975
89,0.0895044,4.9733577491688505,4.490056111616883,4.0390037788769835,3.618888568068293,3.22838644105087,2.9747280418460367,2.634024989408844,2.405211176861014,2.1861402248639985,1.89044545609797
90,0.09050449999999999,4.973849602783529,4.490477315081911,4.039366204708683,3.6191949107898824,3.2286400893239344,2.974955712366485,2.634213234612517,2.4053757663241737,2.1862853879198383,1.890561421284253
91,0.09150459999999999,4.974366550970386,4.490925692964038,4.039744919341808,3.6195121943229576,3.2289099971016824,2.9751953655459036,2.6344094338388806,2.4055500375204617,2.186437149296398,1.8906830896764186
92,0.09250459999999999,4.974627534521032,4.491143088300827,4.039932240558192,3.6196726595580753,3.2290433250400885,2.9753151921356125,2.6345101847929593,2.4056371731186053,2.186514129704798,1.8907439238725017
93,0.0935047,4.974873461328372,4.4913604836376155,4.04011548957422,3.6198258309188702,3.2291734010775572,2.975429027395837,2.6346029817243477,2.405721888283467,2.1865867112327178,1.8908028569999569
94,0.0945047,4.97506418007692,4.491523530140207,4.040253944386331,3.619946179845209,3.229270958105659,2.9755188973381186,2.634677219269458,2.4057848195487934,2.1866438966789574,1.8908465815783915
95,0.0955047,4.975154520536759,4.49159599525247,4.04031909959203,3.6200008839026356,3.22931973661971,2.9755608366445165,2.6347116867011167,2.405816285181456,2.1866702899618375,1.8908674933332947
96,0.0965048,4.975259917739905,4.491691105712316,4.040396471398797,3.6200665287715474,3.229375018935634,2.9756087672804004,2.634751456814569,2.4058525916806826,2.1867010821251975,1.8908941082940809
97,0.0975048,4.975385390600792,4.491795274311193,4.040486059806633,3.6201431144519454,3.2294400569543686,2.9756656849105125,2.634801832291608,2.4058937390464727,2.1867384726092776,1.890922624323495
98,0.0985049,4.975044104419179,4.491500884792624,4.040237655584906,3.619931592096562,3.2292612024028484,2.9755099103438902,2.634669265246768,2.4057799786822294,2.186637298358238,1.890842779441136
99,0.099505,4.974527156232322,4.491061565049531,4.039863013152138,3.619614308563487,3.228997798426974,2.9752732528292145,2.634475717361301,2.4056081279192236,2.1864877364219177,1.8907230121175982
100,0.100505,4.973598657061754,4.4902644488146395,4.039182955692655,3.6190417394290875,3.228516517088339,2.9748448727710035,2.634120437681129,2.4052958920258756,2.1862172052723983,1.8905062902940528
101,0.101505,4.973066652131592,4.489811541862996,4.038796096658818,3.6187135150845275,3.2282401055087173,2.9745992282620994,2.6339189357729715,2.4051192003963062,2.186061045015359,1.8903827208332595
102,0.102505,4.973021481901672,4.489770780237348,4.038763519055969,3.618687986524395,3.2282173422021603,2.9745782586089002,2.633900376386694,2.405104677796616,2.186047848373919,1.890371314421494
103,0.103505,4.972986349500624,4.489739076750733,4.038739085853831,3.6186661049014246,3.2282010826974767,2.9745632802851865,2.633889771023107,2.405092575630207,2.186039050612959,1.8903637101469837
104,0.104505,4.972966273842881,4.489725489542184,4.038722797052407,3.6186551640899394,3.2281913269946663,2.9745542932909586,2.6338818170004163,2.4050877347636432,2.1860324522922387,1.8903599080097286
105,0.105505,4.972569779602477,4.489385809328451,4.038437743027474,3.6184108193000997,3.227986457235653,2.9743745534063946,2.6337306905692985,2.404954610933146,2.185918081399759,1.8902667556469768
106,0.10650499999999999,4.97214317187546,4.489023483767137,4.038128255800404,3.618148239824452,3.227768579872892,2.974179835198117,2.6335689587745934,2.4048118053695218,2.1857927133060793,1.890167900078342
107,0.10750499999999999,4.971716564148442,4.488656629136306,4.037814696372979,3.6178856603488034,3.2275474506091952,2.9739821213250965,2.6334072269798883,2.404668999805897,2.1856695446526397,1.8900690445097075
108,0.10850499999999999,4.971289956421424,4.488289774505475,4.037505209145909,3.6176230808731553,3.2273263213454975,2.9737844074520763,2.633245495185183,2.4045261942422727,2.18554417655896,1.889968287872445
109,0.10950499999999999,4.970637497544809,4.487732698954954,4.037028761704236,3.6172219177853595,3.226991375549015,2.9734878366425455,2.6329989204817803,2.404310775680195,2.1853550246983207,1.8898181034508656
110,0.11050600000000001,4.969759187518597,4.486980873415226,4.0363894262483155,3.6166821710854165,3.2265361094178737,2.9730834219022766,2.6326648515287823,2.404015482819819,2.185097690190241,1.889612788039086
111,0.111506,4.968865820749079,4.4862154606669495,4.035737874191327,3.6161314835739877,3.226074339484859,2.9726730158325223,2.6323228285530944,2.403717769526162,2.1848359568016815,1.8894036704900512
112,0.112506,4.967952378321817,4.4854319316406075,4.035074105533269,3.6155698552510738,3.225602813849034,2.9722536227685397,2.631975502895613,2.4034127949326582,2.184569824532642,1.8891907508037613
113,0.113506,4.96702387915125,4.484634815405715,4.034394048073787,3.614997286116674,3.2251215325103986,2.9718252427103287,2.6316228745563377,2.40310055903931,2.1842970939428827,1.8889740289802162
114,0.114506,4.96607530432294,4.4838241119622735,4.033701774013236,3.6144101292336277,3.2246337473698903,2.9713878756578898,2.6312622921943722,2.4027834822793985,2.1840199644726432,1.8887516039507883
115,0.115506,4.965106653836889,4.4829952922407665,4.032997283351617,3.6138156784762576,3.2241329546256345,2.9709415216112225,2.630893755809716,2.402459144219641,2.1837362366816837,1.8885253767841053
116,0.116506,4.964017549404385,4.482062303920382,4.032203204282162,3.61314464203849,3.223570375763581,2.970441245599186,2.6304774952889174,2.4020960792273756,2.1834195172871245,1.8882706335880084
117,0.117506,4.962531950731478,4.480789635386265,4.031119998987418,3.6122292608108837,3.2228029271425145,2.969758234037843,2.629912759677898,2.401597469971331,2.1829840281196056,1.887924639097787
118,0.118506,4.961016238571957,4.479489792435048,4.030012360490536,3.6112919979603064,3.222019219016764,2.9690602441527862,2.6293347673623946,2.401089178982159,2.1825397411911265,1.887569139264428
119,0.119506,4.959460375096951,4.478153716927702,4.028880288791519,3.6103328534867583,3.221212747584456,2.9683442802792728,2.6287408670015098,2.4005687858265787,2.1820844570614475,1.8872060351565585
120,0.120506,4.957864360306463,4.476790467003256,4.02771563948965,3.609351827390239,3.220390016647465,2.9676103424173035,2.628136361277038,2.4000338700713075,2.1816181757305686,1.886833425705551
121,0.121506,4.95623823202936,4.475395513592195,4.026530629186002,3.60834891967075,3.219547774304853,2.9668584305668775,2.627513296166289,2.399489272582909,2.1811408971984894,1.8864513109114058
122,0.122506,4.954566933522339,4.473964327625002,4.025313041279504,3.6073204833911285,3.2186860205566212,2.9660915403927377,2.626879625691952,2.3989301524948203,2.18065262146521,1.8860615918427501
123,0.123506,4.952860502614269,4.472501438171195,4.024066947970513,3.6062665185513736,3.2178015035018324,2.9653036805653987,2.6262273958313376,2.3983589302403225,2.1801533485307316,1.8856623674309563
124,0.124506,4.951003504273134,4.470911734770928,4.022714977452261,3.6051213802825752,3.2168421927254984,2.96444991611372,2.625522139152787,2.397736878886908,2.1796100867914525,1.885228923783866
125,0.125506,4.948709860376111,4.4689506476703125,4.0210413031058705,3.6037100156009667,3.215658500784531,2.963395442124278,2.6246471966568414,2.396967181103305,2.178939257518254,1.8846909213622582
126,0.126506,4.946366027334732,4.466939740805017,4.019330978956275,3.60226218154774,3.214442289834196,2.9623140071521514,2.623753694774618,2.3961805402867293,2.1782508327231356,1.8841415125288852
127,0.127506,4.943961967320128,4.464879014175041,4.017575860602761,3.6007815250600577,3.213200063676367,2.96120561119734,2.622836330824323,2.3953745360039003,2.1775470118463374,1.883578796215119
128,0.128506,4.941502699246732,4.462772996849901,4.015784092446042,3.5992643992007576,3.2119285704101084,2.960073249924587,2.6218977561468537,2.394551588688098,2.1768255954476188,1.8830027724209593
129,0.129506,4.938988223114547,4.460617159760079,4.013947530085404,3.5977108039698393,3.2106278100354184,2.9589139276691494,2.6209379707422102,2.3937068574727607,2.1760887829672204,1.8824134411464069
130,0.130507,4.936413520009136,4.4584115029055775,4.012070245721206,3.5961243863044654,3.2092945306513614,2.957727644431027,2.619956974610392,2.39284518322445,2.175334374964902,1.881810802391461
131,0.131507,4.933783608844934,4.456156026286394,4.010148167153088,3.5945014992674733,3.207931984158874,2.9565144002102204,2.6189521164105023,2.3919617250766043,2.174562371440664,1.8811929550874946
132,0.132507,4.93108845179307,4.4538507299025305,4.008185366581409,3.5928384959217015,3.2065401705579557,2.9552741950067287,2.6179260474834387,2.3910564830292222,2.1737727723945053,1.8805618003031352
133,0.13350700000000001,4.928338086682416,4.45149108468447,4.006177771805811,3.5911426701414744,3.205112586046734,2.95400403315581,2.6168761164883034,2.390134297948868,2.172965577826427,1.8799173380383825
134,0.13450700000000002,4.925050697727164,4.44867400344525,4.0037792457960215,3.589114973079525,3.203411841856827,2.952488226795987,2.615622032244114,2.389030580372381,2.172002223001309,1.879147405244209
135,0.13550700000000002,4.921617760253282,4.445730108259569,4.00127484257697,3.586996102588531,3.2016363039453752,2.950906515811824,2.6143096185001955,2.3878784541302585,2.1709948793713916,1.8783413521461112
136,0.13650700000000002,4.918114557977304,4.442731864239692,3.998717500753289,3.584833468851596,3.1998217432226834,2.9492888568507483,2.612973342688205,2.386702123555318,2.1699655413390735,1.8775181894303654
137,0.13750700000000002,4.914546109813663,4.439670213246584,3.9961112925253337,3.582627071868719,3.197971411589687,2.9476412412422452,2.61160790212635,2.38550158864756,2.168916408344596,1.8766798181655986
138,0.138507,4.91090237793349,4.436549684349763,3.9934521456927476,3.5803805585770627,3.196085309046387,2.9459606733215717,2.6102185994964238,2.384279269840266,2.167847480387958,1.8758262383518112
139,0.139507,4.907193400165656,4.433365748479711,3.9907441324558874,3.5780902820394656,3.1941634355927833,2.944250148753471,2.6088001321166328,2.383030326266873,2.1667587574691605,1.874953647851748
140,0.140507,4.903414157595725,4.430127463775462,3.987983180614397,3.575756242255926,3.1922025393279383,2.942503676208458,2.6073551513278734,2.3817620192272253,2.1656480401479627,1.8740658488026638
141,0.141507,4.899564650223696,4.4268303011675005,3.985173362368632,3.573378439226446,3.1902091240537263,2.9407272470160173,2.6058836571301462,2.3804670874214784,2.1645153284243652,1.8731609401359315
142,0.142507,4.895649896964006,4.4234742606558255,3.982314677718594,3.570960519888186,3.18817993786921,2.9389208611761495,2.6043856495234508,2.3791503717161953,2.1633650211788478,1.8722408229201786
143,0.143507,4.891664878902219,4.420054813170919,3.9794030544639245,3.568498837303985,3.1861117288734535,2.9370785273593687,2.6028611285077874,2.3778094516780945,2.1621927195309305,1.871303596086777
144,0.144507,4.887614614952771,4.416581016851817,3.9764466370053375,3.565997038411004,3.1840110008683298,2.9352062368951604,2.6013127454240528,2.376446747740458,2.161000622920853,1.870351160704355
145,0.145507,4.8834940862012255,4.4130528716985165,3.9734372809421203,3.563451476272082,3.1818745019529016,2.9333039897835254,2.5997351975904532,2.375059839470004,2.1597887313486157,1.8693816157042846
146,0.146507,4.8789519686370975,4.409157871914385,3.970118437651833,3.560643334657512,3.1795201256747134,2.931204028798869,2.5979959179621486,2.3735301256359254,2.1584514716826986,1.868311314066952
147,0.147507,4.87415388643676,4.405040947723949,3.9666122731451616,3.557678374744985,3.1770291695571826,2.9289872368892467,2.596161190061559,2.3719156966369845,2.1570394310486214,1.8671820793021643
148,0.148507,4.869300596177632,4.4008832619078655,3.9630694588352844,3.5546769454608405,3.1745121982321582,2.92674348399694,2.5943026000928984,2.370279483738508,2.1556097948926247,1.8660376359883557
149,0.149507,4.864397116774148,4.396671227257584,3.959481850321489,3.551646340679402,3.171965959798703,2.924472770121948,2.5924227993970628,2.368626327807059,2.154164762654948,1.8648817862627816
