,Windt Energy [keV],S1 Windt EA [cm^2],S2 Windt EA [cm^2],S3 Windt EA [cm^2],S4 Windt EA [cm^2],S5 Windt EA [cm^2],S6 Windt EA [cm^2],S7 Windt EA [cm^2],S8 Windt EA [cm^2],S9 Windt EA [cm^2],S10 Windt EA [cm^2]
16326,16.3273,0.053615557240114596,0.07646111029725022,0.11291356425613915,0.176209062845702,0.3005771058625533,0.40700898593616147,0.6712505802079327,0.7462679894353466,0.7810916113099932,0.8194366212359354
16327,16.3283,0.053587953210719345,0.07642170739245727,0.11285288847083207,0.17610804268632071,0.3003875200379422,0.4067543544330292,0.6710331702543946,0.7461179225718768,0.7809816392979934,0.819364380628087
16328,16.3293,0.05356085107276765,0.07638230448766431,0.11279261990556058,0.17600702252693942,0.3001982594034249,0.4064997229298969,0.6708157603008565,0.7459654352751254,0.7808716672859937,0.8192940410888662
16329,16.330299999999998,0.053533748934815946,0.07634290158287135,0.11273235134028912,0.17590600236755813,0.3000089987689076,0.40624808709150734,0.6705983503473184,0.7458153684116556,0.7807616952739939,0.8192218004810179
16330,16.3313,0.05350664679686425,0.07630349867807841,0.11267208277501765,0.17580498220817684,0.29981973813439017,0.405993455588375,0.6703809403937804,0.7456628811149041,0.7806539227022341,0.819151460941797
16331,16.3323,0.053479042767469,0.07626409577328547,0.11261140698971055,0.1757043267425117,0.2996308026899665,0.4057388240852427,0.6701635304402422,0.7455128142514343,0.7805439506902343,0.8190811214025763
16332,16.333299999999998,0.053451940629517296,0.07622469286849251,0.11255113842443909,0.17560330658313045,0.29944186724554284,0.40548718824685315,0.6699461204867042,0.7453603269546829,0.7804339786782345,0.8190088807947279
16333,16.3343,0.0534248384915656,0.07618528996369955,0.1124908698591676,0.17550265111746532,0.2992532569912128,0.40523255674372083,0.6697287105331661,0.7452102600912132,0.7803240066662348,0.8189385412555071
16334,16.3353,0.05339773635361391,0.0761458870589066,0.11243060129389613,0.17540236034551637,0.29906464673688277,0.4049809209053313,0.669511300579628,0.7450577727944615,0.780214034654235,0.8188682017162863
16335,16.336299999999998,0.053370634215662204,0.07610648415411364,0.11237073994866029,0.17530170487985125,0.2988763616726465,0.40472628940219896,0.6692938906260899,0.7449052854977101,0.7801040626422353,0.818795961108438
16336,16.3373,0.05334353207771051,0.07606753415627232,0.11231047138338882,0.17520141410790233,0.2986880766084101,0.40447465356380935,0.6690764806725519,0.7447552186342403,0.7799940906302354,0.8187256215692171
16337,16.3383,0.053316429939758804,0.07602813125147939,0.11225061003815295,0.17510112333595337,0.29850011673426746,0.4042230177254198,0.6688590707190137,0.7446027313374889,0.7798841186182357,0.8186533809613687
16338,16.339299999999998,0.05328932780180711,0.07598872834668643,0.11219034147288148,0.17500083256400445,0.2983121568601248,0.4039683862222875,0.6686416607654757,0.7444526644740191,0.7797741466062359,0.818583041422148
